satzart,textkennzeichen,land,rb,kreis,vb,gemeinde,gemeindename,flaeche,bevoelkerung,maennlich,weiblich,jekm2,postleitzahl,laengengrad,breitengrad,schluessel,bezeichnung,verstaedterungschluessel,verstaedterungbezeichnung
60,64,13,0,76,5668,082,Leezen, 26.53, 2 230, 1 117, 1 113,  84,19067,"11,499718","53,66194",B04,Westmecklenburg,03,gering besiedelt
60,64,13,0,76,5668,112,Pinnow, 18.75, 1 965,  963, 1 002,  105,19065,"11,547517","53,602581",B04,Westmecklenburg,03,gering besiedelt
60,64,13,0,76,5668,113,Plate, 22.13, 3 308, 1 627, 1 681,  149,19086,"11,499726","53,551695",B04,Westmecklenburg,03,gering besiedelt
60,64,13,0,76,5668,117,Raben Steinfeld, 9.60, 1 047,  496,  551,  109,19065,"11,504063","53,599561",B04,Westmecklenburg,02,mittlere Besiedlungsdichte
60,64,13,0,76,5668,133,Sukow, 21.36, 1 538,  758,  780,  72,19079,"11,557591","53,549363",B04,Westmecklenburg,03,gering besiedelt
60,64,13,0,76,5668,140,Tramm, 42.13,  901,  457,  444,  21,19089,"11,642541","53,521072",B04,Westmecklenburg,03,gering besiedelt
60,64,13,0,76,5668,158,Zapel, 11.63,  434,  228,  206,  37,19089,"11,666057","53,55257",B04,Westmecklenburg,03,gering besiedelt
10,,14,,,,,Sachsen,,,,,,,,,,,,
20,,14,5,,,,früher: Direktionsbezirk Chemnitz,,,,,,,,,,,,
40,41,14,5,11,,,"Chemnitz, Stadt",,,,,,,,,,,,
50,50,14,5,11,0000,,"Chemnitz, Stadt",,,,,,,,,,,,
60,61,14,5,11,0000,000,"Chemnitz, Stadt", 221.06, 246 334, 121 810, 124 524, 1 114,09111,"12,921602","50,833593",C01,Stadt Chemnitz,01,dicht besiedelt
40,44,14,5,21,,,Erzgebirgskreis,,,,,,,,,,,,
50,50,14,5,21,0010,,Amtsberg,,,,,,,,,,,,
60,64,14,5,21,0010,010,Amtsberg, 23.27, 3 689, 1 829, 1 860,  159,09439,"12,989482","50,748949",C06,Erzgebirge,02,mittlere Besiedlungsdichte
50,50,14,5,21,0020,,"Annaberg-Buchholz, Stadt",,,,,,,,,,,,
60,63,14,5,21,0020,020,"Annaberg-Buchholz, Stadt", 28.15, 19 619, 9 412, 10 207,  697,09456,"13,003162","50,580572",C06,Erzgebirge,02,mittlere Besiedlungsdichte
50,50,14,5,21,0035,,"Aue-Bad Schlema, Stadt",,,,,,,,,,,,
60,63,14,5,21,0035,035,"Aue-Bad Schlema, Stadt", 36.43, 20 353, 9 691, 10 662,  559,08280,"12,700986","50,585486",C06,Erzgebirge,02,mittlere Besiedlungsdichte
50,50,14,5,21,0110,,Breitenbrunn/Erzgeb.,,,,,,,,,,,,
60,64,14,5,21,0110,110,Breitenbrunn/Erzgeb., 60.00, 5 204, 2 534, 2 670,  87,08359,"12,768669","50,474623",C06,Erzgebirge,03,gering besiedelt
50,50,14,5,21,0130,,Crottendorf,,,,,,,,,,,,
60,64,14,5,21,0130,130,Crottendorf, 36.42, 4 052, 2 019, 2 033,  111,09474,"12,936978","50,511355",C06,Erzgebirge,03,gering besiedelt
50,50,14,5,21,0150,,Drebach,,,,,,,,,,,,
60,64,14,5,21,0150,150,Drebach, 32.86, 5 127, 2 589, 2 538,  156,09430,"13,018927","50,674606",C06,Erzgebirge,03,gering besiedelt
50,50,14,5,21,0160,,"Ehrenfriedersdorf, Stadt",,,,,,,,,,,,
60,63,14,5,21,0160,160,"Ehrenfriedersdorf, Stadt", 15.89, 4 680, 2 242, 2 438,  295,09427,"12,969994","50,646799",C06,Erzgebirge,02,mittlere Besiedlungsdichte
50,50,14,5,21,0170,,"Eibenstock, Stadt",,,,,,,,,,,,
60,63,14,5,21,0170,170,"Eibenstock, Stadt", 112.24, 7 261, 3 552, 3 709,  65,08309,"12,599287","50,493785",C06,Erzgebirge,03,gering besiedelt
50,50,14,5,21,0200,,Gelenau/Erzgeb.,,,,,,,,,,,,
60,64,14,5,21,0200,200,Gelenau/Erzgeb., 21.10, 4 133, 2 048, 2 085,  196,09423,"12,966024","50,711352",C06,Erzgebirge,02,mittlere Besiedlungsdichte
50,50,14,5,21,0240,,Großolbersdorf,,,,,,,,,,,,
60,64,14,5,21,0240,240,Großolbersdorf, 22.57, 2 796, 1 396, 1 400,  124,09432,"13,087894","50,692693",C06,Erzgebirge,03,gering besiedelt
50,50,14,5,21,0250,,Großrückerswalde,,,,,,,,,,,,
60,64,14,5,21,0250,250,Großrückerswalde, 26.65, 3 356, 1 697, 1 659,  126,09518,"13,124789","50,63018",C06,Erzgebirge,03,gering besiedelt
50,50,14,5,21,0260,,"Grünhain-Beierfeld, Stadt",,,,,,,,,,,,
60,63,14,5,21,0260,260,"Grünhain-Beierfeld, Stadt", 22.25, 5 851, 2 895, 2 956,  263,08344,"12,787358","50,561375",C06,Erzgebirge,02,mittlere Besiedlungsdichte
50,50,14,5,21,0290,,Hohndorf,,,,,,,,,,,,
60,64,14,5,21,0290,290,Hohndorf, 5.25, 3 486, 1 674, 1 812,  664,09394,"12,669884","50,746869",C06,Erzgebirge,02,mittlere Besiedlungsdichte
50,50,14,5,21,0310,,Jahnsdorf/Erzgeb.,,,,,,,,,,,,
60,64,14,5,21,0310,310,Jahnsdorf/Erzgeb., 26.23, 5 476, 2 754, 2 722,  209,09387,"12,848674","50,739907",C06,Erzgebirge,03,gering besiedelt
50,50,14,5,21,0320,,"Johanngeorgenstadt, Stadt",,,,,,,,,,,,
60,63,14,5,21,0320,320,"Johanngeorgenstadt, Stadt", 29.59, 3 897, 1 902, 1 995,  132,08349,"12,721689","50,429487",C06,Erzgebirge,03,gering besiedelt
50,50,14,5,21,0330,,"Jöhstadt, Stadt",,,,,,,,,,,,
60,63,14,5,21,0330,330,"Jöhstadt, Stadt", 49.69, 2 620, 1 335, 1 285,  53,09477,"13,089925","50,514439",C06,Erzgebirge,03,gering besiedelt
50,50,14,5,21,0355,,"Lauter-Bernsbach, Stadt",,,,,,,,,,,,
60,63,14,5,21,0355,355,"Lauter-Bernsbach, Stadt", 30.28, 8 628, 4 192, 4 436,  285,08315,"12,736115","50,56018",C06,Erzgebirge,02,mittlere Besiedlungsdichte
50,50,14,5,21,0370,,"Lößnitz, Stadt",,,,,,,,,,,,
60,63,14,5,21,0370,370,"Lößnitz, Stadt", 30.49, 8 201, 4 040, 4 161,  269,08294,"12,732369","50,622709",C06,Erzgebirge,02,mittlere Besiedlungsdichte
50,50,14,5,21,0390,,"Marienberg, Stadt",,,,,,,,,,,,
60,63,14,5,21,0390,390,"Marienberg, Stadt", 133.50, 16 906, 8 366, 8 540,  127,09496,"13,159828","50,651644",C06,Erzgebirge,03,gering besiedelt
50,50,14,5,21,0400,,Mildenau,,,,,,,,,,,,
60,64,14,5,21,0400,400,Mildenau, 31.67, 3 399, 1 706, 1 693,  107,09456,"13,068688","50,59659",C06,Erzgebirge,03,gering besiedelt
50,50,14,5,21,0410,,Neukirchen/Erzgeb.,,,,,,,,,,,,
60,64,14,5,21,0410,410,Neukirchen/Erzgeb., 20.14, 6 907, 3 420, 3 487,  343,09221,"12,866884","50,779498",C06,Erzgebirge,02,mittlere Besiedlungsdichte
50,50,14,5,21,0440,,"Oberwiesenthal, Kurort, Stadt",,,,,,,,,,,,
60,63,14,5,21,0440,440,"Oberwiesenthal, Kurort, Stadt", 40.03, 2 078, 1 005, 1 073,  52,09484,"12,969165","50,419392",C06,Erzgebirge,03,gering besiedelt
50,50,14,5,21,0450,,"Oelsnitz/Erzgeb., Stadt",,,,,,,,,,,,
60,63,14,5,21,0450,450,"Oelsnitz/Erzgeb., Stadt", 26.28, 10 951, 5 303, 5 648,  417,09376,"12,706087","50,724284",C06,Erzgebirge,02,mittlere Besiedlungsdichte
50,50,14,5,21,0460,,"Olbernhau, Stadt",,,,,,,,,,,,
60,63,14,5,21,0460,460,"Olbernhau, Stadt", 125.36, 10 840, 5 313, 5 527,  86,09526,"13,339236","50,659281",C06,Erzgebirge,02,mittlere Besiedlungsdichte
50,50,14,5,21,0495,,"Pockau-Lengefeld, Stadt",,,,,,,,,,,,
60,63,14,5,21,0495,495,"Pockau-Lengefeld, Stadt", 83.43, 7 539, 3 755, 3 784,  90,09514,"13,192592","50,720097",C06,Erzgebirge,03,gering besiedelt
50,50,14,5,21,0500,,Raschau-Markersbach,,,,,,,,,,,,
60,64,14,5,21,0500,500,Raschau-Markersbach, 39.55, 4 997, 2 448, 2 549,  126,08352,"12,830031","50,53085",C06,Erzgebirge,02,mittlere Besiedlungsdichte
50,50,14,5,21,0530,,"Schneeberg, Stadt",,,,,,,,,,,,
60,63,14,5,21,0530,530,"Schneeberg, Stadt", 23.35, 13 873, 6 839, 7 034,  594,08289,"12,640589","50,595164",C06,Erzgebirge,02,mittlere Besiedlungsdichte
50,50,14,5,21,0540,,Schönheide,,,,,,,,,,,,
60,64,14,5,21,0540,540,Schönheide, 28.14, 4 366, 2 146, 2 220,  155,08304,"12,530147","50,502954",C09,Vogtland,02,mittlere Besiedlungsdichte
50,50,14,5,21,0550,,"Schwarzenberg/Erzgeb., Stadt",,,,,,,,,,,,
60,63,14,5,21,0550,550,"Schwarzenberg/Erzgeb., Stadt", 46.31, 16 447, 7 895, 8 552,  355,08340,"12,784811","50,537823",C06,Erzgebirge,02,mittlere Besiedlungsdichte
50,50,14,5,21,0560,,Sehmatal,,,,,,,,,,,,
60,64,14,5,21,0560,560,Sehmatal, 44.51, 6 378, 3 171, 3 207,  143,09465,"12,993628","50,516535",C06,Erzgebirge,02,mittlere Besiedlungsdichte
50,50,14,5,21,0600,,Stützengrün,,,,,,,,,,,,
60,64,14,5,21,0600,600,Stützengrün, 28.29, 3 146, 1 562, 1 584,  111,08328,"12,526673","50,533915",C09,Vogtland,03,gering besiedelt
50,50,14,5,21,0620,,"Thalheim/Erzgeb., Stadt",,,,,,,,,,,,
60,63,14,5,21,0620,620,"Thalheim/Erzgeb., Stadt", 10.79, 5 952, 2 862, 3 090,  552,09380,"12,849866","50,701048",C06,Erzgebirge,02,mittlere Besiedlungsdichte
50,50,14,5,21,0630,,Thermalbad Wiesenbad,,,,,,,,,,,,
60,64,14,5,21,0630,630,Thermalbad Wiesenbad, 24.21, 3 242, 1 599, 1 643,  134,09488,"13,019326","50,611884",C06,Erzgebirge,03,gering besiedelt
50,50,14,5,21,0640,,"Thum, Stadt",,,,,,,,,,,,
60,63,14,5,21,0640,640,"Thum, Stadt", 18.90, 5 118, 2 507, 2 611,  271,09419,"12,951245","50,670506",C06,Erzgebirge,02,mittlere Besiedlungsdichte
50,50,14,5,21,0670,,"Wolkenstein, Stadt",,,,,,,,,,,,
60,63,14,5,21,0670,670,"Wolkenstein, Stadt", 30.51, 3 899, 1 913, 1 986,  128,09429,"13,067596","50,65634",C06,Erzgebirge,03,gering besiedelt
50,54,14,5,21,5101,,Bärenstein-Königswalde,,,,,,,,,,,,
60,64,14,5,21,5101,060,Bärenstein, 5.47, 2 282, 1 122, 1 160,  417,09471,"13,028733","50,499583",C06,Erzgebirge,03,gering besiedelt
60,64,14,5,21,5101,340,Königswalde, 19.51, 2 220, 1 089, 1 131,  114,09471,"13,045934","50,546776",C06,Erzgebirge,03,gering besiedelt
50,54,14,5,21,5103,,Burkhardtsdorf,,,,,,,,,,,,
60,64,14,5,21,5103,040,Auerbach, 8.28, 2 455, 1 192, 1 263,  296,09392,"12,914707","50,685786",C06,Erzgebirge,02,mittlere Besiedlungsdichte
60,64,14,5,21,5103,120,Burkhardtsdorf, 21.19, 6 118, 3 030, 3 088,  289,09235,"12,929936","50,734171",C06,Erzgebirge,02,mittlere Besiedlungsdichte
60,64,14,5,21,5103,230,Gornsdorf, 4.19, 1 911,  963,  948,  456,09390,"12,885072","50,708997",C06,Erzgebirge,02,mittlere Besiedlungsdichte
50,54,14,5,21,5110,,Geyer,,,,,,,,,,,,
60,63,14,5,21,5110,210,"Geyer, Stadt", 18.56, 3 403, 1 663, 1 740,  183,09468,"12,924195","50,623705",C06,Erzgebirge,03,gering besiedelt
60,64,14,5,21,5110,610,Tannenberg, 7.97, 1 101,  553,  548,  138,09468,"12,950266","50,604862",C06,Erzgebirge,03,gering besiedelt
50,54,14,5,21,5115,,Lugau,,,,,,,,,,,,
60,63,14,5,21,5115,380,"Lugau/Erzgeb., Stadt", 22.29, 8 005, 3 900, 4 105,  359,09385,"12,746491","50,739952",C06,Erzgebirge,02,mittlere Besiedlungsdichte
60,64,14,5,21,5115,430,Niederwürschnitz, 6.04, 2 579, 1 281, 1 298,  427,09399,"12,755475","50,722415",C06,Erzgebirge,02,mittlere Besiedlungsdichte
50,54,14,5,21,5130,,Scheibenberg-Schlettau,,,,,,,,,,,,
60,63,14,5,21,5130,510,"Scheibenberg, Stadt", 9.00, 2 083, 1 038, 1 045,  231,09481,"12,912503","50,54137",C06,Erzgebirge,02,mittlere Besiedlungsdichte
60,63,14,5,21,5130,520,"Schlettau, Stadt", 21.22, 2 368, 1 163, 1 205,  112,09487,"12,952013","50,559371",C06,Erzgebirge,03,gering besiedelt
50,54,14,5,21,5132,,Seiffen/Erzgeb.,,,,,,,,,,,,
60,64,14,5,21,5132,140,Deutschneudorf, 8.07,  990,  505,  485,  123,09548,"13,463361","50,604595",C06,Erzgebirge,03,gering besiedelt
60,64,14,5,21,5132,280,Heidersdorf, 9.51,  784,  402,  382,  82,09526,"13,406375","50,675204",C06,Erzgebirge,03,gering besiedelt
60,64,14,5,21,5132,570,"Seiffen/Erzgeb., Kurort", 12.43, 2 098, 1 049, 1 049,  169,09548,"13,452524","50,648339",C06,Erzgebirge,03,gering besiedelt
50,54,14,5,21,5133,,Stollberg/Erzgeb.,,,,,,,,,,,,
60,64,14,5,21,5133,420,Niederdorf, 13.06, 1 280,  665,  615,  98,09366,"12,786017","50,726686",C06,Erzgebirge,02,mittlere Besiedlungsdichte
60,63,14,5,21,5133,590,"Stollberg/Erzgeb., Stadt", 38.99, 11 300, 5 412, 5 888,  290,09366,"12,779759","50,708319",C06,Erzgebirge,02,mittlere Besiedlungsdichte
50,54,14,5,21,5138,,Zschopau,,,,,,,,,,,,
60,64,14,5,21,5138,220,Gornau/Erzgeb., 19.78, 3 767, 1 833, 1 934,  190,09405,"13,043355","50,758952",C06,Erzgebirge,03,gering besiedelt
60,63,14,5,21,5138,690,"Zschopau, Stadt", 22.79, 9 170, 4 395, 4 775,  402,09405,"13,072274","50,747744",C06,Erzgebirge,02,mittlere Besiedlungsdichte
50,54,14,5,21,5139,,Zschorlau,,,,,,,,,,,,
60,64,14,5,21,5139,080,Bockau, 19.15, 2 225, 1 077, 1 148,  116,08324,"12,684835","50,541775",C06,Erzgebirge,03,gering besiedelt
60,64,14,5,21,5139,700,Zschorlau, 21.92, 5 235, 2 549, 2 686,  239,08321,"12,651278","50,569581",C06,Erzgebirge,02,mittlere Besiedlungsdichte
50,54,14,5,21,5140,,Zwönitz,,,,,,,,,,,,
60,63,14,5,21,5140,180,"Elterlein, Stadt", 45.74, 2 849, 1 425, 1 424,  62,09481,"12,868758","50,576954",C06,Erzgebirge,03,gering besiedelt
60,63,14,5,21,5140,710,"Zwönitz, Stadt", 64.24, 11 927, 5 802, 6 125,  186,08297,"12,811053","50,630002",C06,Erzgebirge,02,mittlere Besiedlungsdichte
50,56,14,5,21,5405,,Wildenstein,,,,,,,,,,,,
60,64,14,5,21,5405,090,Börnichen/Erzgeb., 15.45,  985,  495,  490,  64,09437,"13,14174","50,7499",C06,Erzgebirge,03,gering besiedelt
60,64,14,5,21,5405,270,Grünhainichen, 28.72, 3 346, 1 671, 1 675,  117,09579,"13,15194","50,766691",C06,Erzgebirge,03,gering besiedelt
40,44,14,5,22,,,Mittelsachsen,,,,,,,,,,,,
50,50,14,5,22,0020,,"Augustusburg, Stadt",,,,,,,,,,,,
60,63,14,5,22,0020,020,"Augustusburg, Stadt", 23.38, 4 512, 2 229, 2 283,  193,09573,"13,10168","50,810614",C06,Erzgebirge,03,gering besiedelt
50,50,14,5,22,0035,,Bobritzsch-Hilbersdorf,,,,,,,,,,,,
60,64,14,5,22,0035,035,Bobritzsch-Hilbersdorf, 55.12, 5 714, 2 870, 2 844,  104,09627,"13,436285","50,898373",C06,Erzgebirge,03,gering besiedelt
50,50,14,5,22,0050,,"Brand-Erbisdorf, Stadt",,,,,,,,,,,,
60,63,14,5,22,0050,050,"Brand-Erbisdorf, Stadt", 46.33, 9 337, 4 553, 4 784,  202,09618,"13,32197","50,869411",C06,Erzgebirge,02,mittlere Besiedlungsdichte
50,50,14,5,22,0070,,Claußnitz,,,,,,,,,,,,
60,64,14,5,22,0070,070,Claußnitz, 21.38, 3 027, 1 511, 1 516,  142,09236,"12,881918","50,936675",C07,Sächsisches Burgen- und Heideland,02,mittlere Besiedlungsdichte
50,50,14,5,22,0080,,"Döbeln, Stadt",,,,,,,,,,,,
60,63,14,5,22,0080,080,"Döbeln, Stadt", 91.75, 23 583, 11 650, 11 933,  257,04720,"13,121007","51,121669",C07,Sächsisches Burgen- und Heideland,02,mittlere Besiedlungsdichte
50,50,14,5,22,0110,,Eppendorf,,,,,,,,,,,,
60,64,14,5,22,0110,110,Eppendorf, 33.88, 4 075, 1 984, 2 091,  120,09575,"13,228813","50,799832",C06,Erzgebirge,03,gering besiedelt
50,50,14,5,22,0120,,Erlau,,,,,,,,,,,,
60,64,14,5,22,0120,120,Erlau, 37.83, 3 178, 1 626, 1 552,  84,09306,"12,931193","51,006513",C07,Sächsisches Burgen- und Heideland,03,gering besiedelt
50,50,14,5,22,0140,,"Flöha, Stadt",,,,,,,,,,,,
60,63,14,5,22,0140,140,"Flöha, Stadt", 27.76, 10 696, 5 207, 5 489,  385,09557,"13,072994","50,858511",C06,Erzgebirge,02,mittlere Besiedlungsdichte
50,50,14,5,22,0150,,"Frankenberg/Sa., Stadt",,,,,,,,,,,,
60,63,14,5,22,0150,150,"Frankenberg/Sa., Stadt", 65.62, 13 940, 6 901, 7 039,  212,09669,"13,030777","50,910034",C07,Sächsisches Burgen- und Heideland,02,mittlere Besiedlungsdichte
50,50,14,5,22,0170,,"Frauenstein, Stadt",,,,,,,,,,,,
60,63,14,5,22,0170,170,"Frauenstein, Stadt", 58.99, 2 772, 1 403, 1 369,  47,09623,"13,533996","50,801948",C06,Erzgebirge,03,gering besiedelt
50,50,14,5,22,0180,,"Freiberg, Stadt, Universitätsstadt",,,,,,,,,,,,
60,63,14,5,22,0180,180,"Freiberg, Stadt, Universitätsstadt", 48.32, 40 657, 20 474, 20 183,  841,09599,"13,344344","50,914868",C06,Erzgebirge,02,mittlere Besiedlungsdichte
50,50,14,5,22,0190,,"Geringswalde, Stadt",,,,,,,,,,,,
60,63,14,5,22,0190,190,"Geringswalde, Stadt", 30.05, 4 183, 2 049, 2 134,  139,09326,"12,903355","51,076992",C07,Sächsisches Burgen- und Heideland,03,gering besiedelt
50,50,14,5,22,0200,,Großhartmannsdorf,,,,,,,,,,,,
60,64,14,5,22,0200,200,Großhartmannsdorf, 32.20, 2 474, 1 265, 1 209,  77,09618,"13,318639","50,794271",C06,Erzgebirge,03,gering besiedelt
50,50,14,5,22,0210,,"Großschirma, Stadt",,,,,,,,,,,,
60,63,14,5,22,0210,210,"Großschirma, Stadt", 61.63, 5 596, 2 813, 2 783,  91,09603,"13,276907","50,966191",C06,Erzgebirge,03,gering besiedelt
50,50,14,5,22,0220,,Großweitzschen,,,,,,,,,,,,
60,64,14,5,22,0220,220,Großweitzschen, 44.45, 2 741, 1 392, 1 349,  62,04720,"13,045513","51,15772",C07,Sächsisches Burgen- und Heideland,03,gering besiedelt
50,50,14,5,22,0230,,"Hainichen, Stadt",,,,,,,,,,,,
60,63,14,5,22,0230,230,"Hainichen, Stadt", 51.74, 8 558, 4 218, 4 340,  165,09661,"13,12406","50,968719",C07,Sächsisches Burgen- und Heideland,02,mittlere Besiedlungsdichte
50,50,14,5,22,0240,,Halsbrücke,,,,,,,,,,,,
60,64,14,5,22,0240,240,Halsbrücke, 41.04, 5 057, 2 495, 2 562,  123,09633,"13,350271","50,953666",C06,Erzgebirge,03,gering besiedelt
50,50,14,5,22,0250,,"Hartha, Stadt",,,,,,,,,,,,
60,63,14,5,22,0250,250,"Hartha, Stadt", 54.40, 6 949, 3 421, 3 528,  128,04746,"12,977781","51,097507",C07,Sächsisches Burgen- und Heideland,03,gering besiedelt
50,50,14,5,22,0260,,Hartmannsdorf,,,,,,,,,,,,
60,64,14,5,22,0260,260,Hartmannsdorf, 10.28, 4 493, 2 179, 2 314,  437,09232,"12,798458","50,887106",C07,Sächsisches Burgen- und Heideland,02,mittlere Besiedlungsdichte
50,50,14,5,22,0290,,Königshain-Wiederau,,,,,,,,,,,,
60,64,14,5,22,0290,290,Königshain-Wiederau, 31.03, 2 613, 1 322, 1 291,  84,09306,"12,840299","50,973915",C07,Sächsisches Burgen- und Heideland,03,gering besiedelt
50,50,14,5,22,0300,,Kriebstein,,,,,,,,,,,,
60,64,14,5,22,0300,300,Kriebstein, 31.08, 2 083, 1 033, 1 050,  67,09648,"13,0219","51,051083",C07,Sächsisches Burgen- und Heideland,03,gering besiedelt
50,50,14,5,22,0310,,"Leisnig, Stadt",,,,,,,,,,,,
60,63,14,5,22,0310,310,"Leisnig, Stadt", 78.08, 8 243, 4 059, 4 184,  106,04703,"12,926623","51,159434",C07,Sächsisches Burgen- und Heideland,02,mittlere Besiedlungsdichte
50,50,14,5,22,0320,,Leubsdorf,,,,,,,,,,,,
60,64,14,5,22,0320,320,Leubsdorf, 34.47, 3 298, 1 661, 1 637,  96,09573,"13,166969","50,800578",C06,Erzgebirge,03,gering besiedelt
50,50,14,5,22,0330,,Lichtenau,,,,,,,,,,,,
60,64,14,5,22,0330,330,Lichtenau, 49.14, 7 076, 3 535, 3 541,  144,09244,"12,978527","50,904606",C07,Sächsisches Burgen- und Heideland,03,gering besiedelt
50,50,14,5,22,0350,,"Lunzenau, Stadt",,,,,,,,,,,,
60,63,14,5,22,0350,350,"Lunzenau, Stadt", 28.33, 4 147, 2 046, 2 101,  146,09328,"12,754155","50,95988",C07,Sächsisches Burgen- und Heideland,03,gering besiedelt
50,50,14,5,22,0390,,Mulda/Sa.,,,,,,,,,,,,
60,64,14,5,22,0390,390,Mulda/Sa., 43.14, 2 464, 1 223, 1 241,  57,09619,"13,407333","50,808848",C06,Erzgebirge,03,gering besiedelt
50,50,14,5,22,0400,,Neuhausen/Erzgeb.,,,,,,,,,,,,
60,64,14,5,22,0400,400,Neuhausen/Erzgeb., 48.09, 2 592, 1 320, 1 272,  54,09544,"13,466661","50,674028",C06,Erzgebirge,03,gering besiedelt
50,50,14,5,22,0420,,Niederwiesa,,,,,,,,,,,,
60,64,14,5,22,0420,420,Niederwiesa, 16.39, 4 862, 2 399, 2 463,  297,09577,"13,024548","50,865093",C06,Erzgebirge,03,gering besiedelt
50,50,14,5,22,0430,,Oberschöna,,,,,,,,,,,,
60,64,14,5,22,0430,430,Oberschöna, 44.29, 3 265, 1 642, 1 623,  74,09600,"13,250121","50,900838",C06,Erzgebirge,03,gering besiedelt
50,50,14,5,22,0440,,"Oederan, Stadt",,,,,,,,,,,,
60,63,14,5,22,0440,440,"Oederan, Stadt", 77.33, 7 934, 3 926, 4 008,  103,09569,"13,166415","50,861806",C06,Erzgebirge,02,mittlere Besiedlungsdichte
50,50,14,5,22,0460,,"Penig, Stadt",,,,,,,,,,,,
60,63,14,5,22,0460,460,"Penig, Stadt", 63.37, 8 715, 4 312, 4 403,  138,09322,"12,706022","50,933482",C07,Sächsisches Burgen- und Heideland,02,mittlere Besiedlungsdichte
50,50,14,5,22,0470,,Rechenberg-Bienenmühle,,,,,,,,,,,,
60,64,14,5,22,0470,470,Rechenberg-Bienenmühle, 52.66, 1 835,  932,  903,  35,09623,"13,555734","50,7367",C06,Erzgebirge,03,gering besiedelt
50,50,14,5,22,0480,,Reinsberg,,,,,,,,,,,,
60,64,14,5,22,0480,480,Reinsberg, 49.71, 2 834, 1 428, 1 406,  57,09629,"13,363415","51,01052",C06,Erzgebirge,03,gering besiedelt
50,50,14,5,22,0500,,Rossau,,,,,,,,,,,,
60,64,14,5,22,0500,500,Rossau, 53.59, 3 502, 1 780, 1 722,  65,09661,"13,06898","50,998064",C07,Sächsisches Burgen- und Heideland,03,gering besiedelt
50,50,14,5,22,0510,,"Roßwein, Stadt",,,,,,,,,,,,
60,63,14,5,22,0510,510,"Roßwein, Stadt", 44.10, 7 502, 3 806, 3 696,  170,04741,"13,183633","51,065071",C07,Sächsisches Burgen- und Heideland,02,mittlere Besiedlungsdichte
50,50,14,5,22,0540,,Striegistal,,,,,,,,,,,,
60,64,14,5,22,0540,540,Striegistal, 77.23, 4 601, 2 353, 2 248,  60,09661,"13,18038","51,050402",C07,Sächsisches Burgen- und Heideland,03,gering besiedelt
50,50,14,5,22,0570,,"Waldheim, Stadt",,,,,,,,,,,,
60,63,14,5,22,0570,570,"Waldheim, Stadt", 41.71, 8 951, 4 569, 4 382,  215,04736,"13,017355","51,073265",C07,Sächsisches Burgen- und Heideland,02,mittlere Besiedlungsdichte
50,50,14,5,22,0580,,Wechselburg,,,,,,,,,,,,
60,64,14,5,22,0580,580,Wechselburg, 25.65, 1 778,  898,  880,  69,09306,"12,774976","51,004312",C07,Sächsisches Burgen- und Heideland,03,gering besiedelt
50,54,14,5,22,5102,,Burgstädt,,,,,,,,,,,,
60,63,14,5,22,5102,060,"Burgstädt, Stadt", 25.88, 10 643, 5 186, 5 457,  411,09217,"12,806921","50,918265",C07,Sächsisches Burgen- und Heideland,02,mittlere Besiedlungsdichte
60,64,14,5,22,5102,380,Mühlau, 8.09, 2 117, 1 061, 1 056,  262,09241,"12,759914","50,900744",C07,Sächsisches Burgen- und Heideland,02,mittlere Besiedlungsdichte
60,64,14,5,22,5102,550,Taura, 11.11, 2 370, 1 152, 1 218,  213,09249,"12,840631","50,918303",C07,Sächsisches Burgen- und Heideland,02,mittlere Besiedlungsdichte
50,54,14,5,22,5113,,Lichtenberg-Weißenborn,,,,,,,,,,,,
60,64,14,5,22,5113,340,Lichtenberg/Erzgeb., 33.39, 2 692, 1 321, 1 371,  81,09638,"13,431301","50,829739",C06,Erzgebirge,03,gering besiedelt
60,64,14,5,22,5113,590,Weißenborn/Erzgeb., 22.57, 2 468, 1 259, 1 209,  109,09600,"13,400964","50,871319",C06,Erzgebirge,03,gering besiedelt
50,54,14,5,22,5119,,Mittweida,,,,,,,,,,,,
60,64,14,5,22,5119,010,Altmittweida, 14.08, 1 914,  948,  966,  136,09648,"12,956935","50,967479",C07,Sächsisches Burgen- und Heideland,02,mittlere Besiedlungsdichte
60,63,14,5,22,5119,360,"Mittweida, Stadt, Hochschulstadt", 41.26, 14 475, 7 224, 7 251,  351,09648,"12,975993","50,986925",C07,Sächsisches Burgen- und Heideland,02,mittlere Besiedlungsdichte
50,54,14,5,22,5123,,Ostrau,,,,,,,,,,,,
60,64,14,5,22,5123,450,Ostrau, 52.70, 3 547, 1 794, 1 753,  67,04749,"13,159129","51,202502",C07,Sächsisches Burgen- und Heideland,03,gering besiedelt
60,64,14,5,22,5123,620,Zschaitz-Ottewig, 18.26, 1 298,  647,  651,  71,04720,"13,161478","51,167435",C07,Sächsisches Burgen- und Heideland,03,gering besiedelt
50,54,14,5,22,5126,,Rochlitz,,,,,,,,,,,,
60,64,14,5,22,5126,280,Königsfeld, 28.42, 1 391,  704,  687,  49,09306,"12,755705","51,063053",C07,Sächsisches Burgen- und Heideland,03,gering besiedelt
60,63,14,5,22,5126,490,"Rochlitz, Stadt", 23.76, 5 710, 2 728, 2 982,  240,09306,"12,799334","51,045679",C07,Sächsisches Burgen- und Heideland,02,mittlere Besiedlungsdichte
